"","Duration","views_2_hours","hog_666","hog_673","hog_676","hog_678","hog_855","cnn_10","cnn_12","cnn_19","cnn_89","pct_nonzero_pixels","doc2vec_11","doc2vec_15","punc_num_..8","num_words","num_stopwords","num_uppercase_chars","Num_Subscribers_Base_low_mid","Num_Subscribers_Base_mid_high","Num_Views_Base_mid_high","avg_growth_low","avg_growth_low_mid","avg_growth_mid_high","count_vids_low","count_vids_low_mid","count_vids_mid_high","growth_2_6"
"318",1136,10422,0.04628642,0.148362819,0.114399058,0.254592234,0.223707175,2.4731572,4.878384,8.981774,2.7090013,0.745597994,0.444670945,-1.060267687,0,16,0,27,0,0,0,0,0,0,0,0,0,2.491940127
"319",727,16456,0.184509434,0.015369363,0.098392861,0.133507492,0.104500188,2.126338,4.0456085,7.2009077,2.6990345,0.729411651,-0.25500977,0.282764465,1,6,0,10,1,0,0,0,1,0,1,0,0,1.403561011
"320",118,14076,0.090903398,0,0.16951363,0.264679733,0.265153326,2.6073732,3.3469605,8.543992,3.0554729,0.737582948,0.325839341,-0.572587907,0,14,2,8,0,0,0,0,0,0,0,0,0,3.241261722
"321",313,15426,0.007631576,0.005509014,0.01866126,0.114736874,0.027331438,2.481481,4.145952,5.5815296,1.4053705,0.755754244,0.55394876,0.743050754,0,8,4,11,1,0,0,0,1,0,0,0,1,0.236289382
"322",65,4368,0.209311845,0.080337702,0.211209442,0.229119424,0.020455594,2.3458953,3.837007,11.3272295,3.3976393,0.606462191,0.393161744,-0.630473673,0,15,5,11,0,0,0,0,0,0,0,0,0,3.174221612
"323",83,261,0,0.001164892,0.021385698,0.188093531,0.154643005,3.006503,0,9.7581,4.262591,0.765833333,0.139669672,-0.188573375,0,6,1,6,0,0,1,0,0,0,0,0,0,7.735632184
"324",959,2960,0.003157327,0.008926704,0.157049543,0.124701273,0.075795256,0.8620202,3.393055,2.4781885,0.20135787,0.769376929,-1.465085626,-0.739954293,0,18,4,15,0,1,1,0,1,0,0,1,0,0.656756757
"325",74,105,0.116790767,0.166353285,0,0.024706201,0.231475376,1.3619105,0,8.376084,4.390414,0.768780864,1.06311667,-0.485100359,0,11,1,6,0,0,1,0,0,0,0,0,0,4.076190476
"326",79,250,0.030280758,0.07776633,0.018445729,0.034217842,0.14746529,2.231832,0.57646936,7.8267603,4.332877,0.766682099,-0.794152439,0.261776447,0,10,2,7,0,0,1,0,0,0,0,0,0,6.768
"327",65,26757,0.054963466,0.098094661,0.017098545,0.178577144,0.103682936,0.3440495,3.3672986,4.73549,0.22587965,0.759346065,0.32162872,-0.299939513,1,13,1,12,0,0,0,0,0,0,0,0,0,3.744104347
"328",660,3978,0.089758325,0.124747055,0.253846705,0.123563318,0.013751614,3.335752,6.43406,11.705877,4.5113997,0.766826775,0.871976435,-0.626309276,0,10,4,10,1,0,1,0,1,0,0,0,0,2.045751634
"329",136,500,0.029446501,0.032967041,0.046902816,0.193323553,0.110717035,2.9529312,0,7.1343794,4.606095,0.764326775,0.519373655,-0.355424434,0,7,1,2,0,0,1,0,0,0,0,0,0,9.282
"330",365,5456,0.106708316,0.101515848,0.074294794,0.23804404,0,4.0935597,3.184939,15.036335,5.813757,0.75265625,0.510864913,-0.646603465,0,19,7,9,1,0,1,0,0,0,0,0,0,9.054252199
"331",53,2214,0.025354171,0.301108238,0.065009049,0.301108238,0.028195774,1.4883043,1.8611652,5.630705,2.3491333,0.745015432,0.442921549,-0.611138523,0,15,3,10,0,0,0,0,0,0,0,0,0,2.165311653
"332",262,14696,0.118165974,0.046995564,0.29904369,0.127828352,0.117741237,2.6080072,5.5121775,12.212978,2.832586,0.767752701,0.116564691,-0.22969988,0,10,2,5,0,0,0,0,0,0,0,0,0,1.398816004
"333",139,259,0.039691086,0.108387118,0.19281916,0.142079718,0.045206332,0.87247616,0,9.096968,4.6671896,0.771157407,-2.114083529,-1.798825383,0,17,5,5,0,0,1,0,0,0,0,0,0,4.72972973
"334",124,2140,0.268693564,0.019579253,0.268693564,0.208376922,0.023348226,2.382997,2.4824965,9.164033,4.397753,0.693811728,-0.176477388,-0.044348441,0,14,0,10,0,0,0,0,0,0,0,0,0,2.123831776
"335",397,4074,0.375369184,0.134382598,0.020252234,0.055272138,0.072166931,1.6231014,1.7052993,9.6624,3.5124896,0.85023341,-2.694797277,-0.980461359,0,11,3,2,0,0,1,0,0,0,0,0,0,2.973981345
"336",602,20112,0.032337423,0.015248314,0.301912888,0.034075957,0.230685444,0.44937667,2.360877,8.105903,2.478494,0.735005787,-0.628734827,-0.364523292,0,12,5,10,0,1,1,0,0,0,0,0,1,3.974890613
"337",129,190,0,0,0.140233355,0.358083949,0.144909386,2.1844888,1.6640476,10.080059,3.9235091,0.773859954,0.898127258,-1.391984224,0,8,2,2,0,0,1,0,0,0,0,0,0,0.247368421
"338",247,34767,0.034552697,0,0.053020103,0.031015452,0.13747008,2.0982966,3.1535702,9.066801,2.8679638,0.75980517,0.337962508,-0.223705754,0,17,1,14,0,0,0,0,0,1,0,0,0,2.182270544
"339",62,18610,0.051871082,0.09405627,0.05654541,0.272686345,0.264965406,3.671392,6.820408,10.568745,3.3533006,0.744816744,0.74239558,-0.432267755,0,10,1,4,0,0,0,0,0,0,0,0,0,1.900161204
"340",72,1494,0.007163898,0.08241214,0.007784897,0.209973035,0.060153939,0.8064125,3.5204,7.7087398,1.7978767,0.749072145,0.131649971,-0.476420552,0,6,1,2,0,0,0,0,0,0,0,0,0,3.684069612
"341",413,2555,0.041077591,0.146940936,0.128248345,0.214778498,0.020846334,1.4069885,1.3360018,5.687456,2.354384,0.725115741,0.36867559,-0.312811017,0,10,0,13,0,0,0,0,0,0,0,0,0,4.35851272
"342",72,4550,0.061350568,0.019333673,0.294546503,0.107468371,0.053298603,2.5431776,3.7291336,6.9649763,2.1966956,0.764091435,-0.439882576,0.837351561,0,16,4,9,0,0,0,0,0,0,0,0,0,1.18
"343",472,71890,0.019244545,0.043265655,0.064852481,0.037771033,0.229894699,1.6105951,2.0353165,4.1866665,1.4597268,0.761820988,1.39852047,0.421591341,0,9,2,39,0,1,0,1,0,0,0,0,0,1.758227848
"344",64,3741,0.174300751,0.077605013,0.018031601,0.016462428,0.132493613,3.2037144,3.1287181,10.304881,4.9667273,0.771498843,0.078236371,-0.67406857,0,9,0,6,0,0,1,0,0,0,0,0,0,0.959369153
"345",399,584,0.057480997,0.131522347,0.032387138,0.213203083,0.119733168,1.370772,3.9295046,3.1777182,0.39357266,0.755445602,0.389213026,0.190217793,0,12,3,9,0,0,0,1,0,0,0,0,1,1.15239726
"346",296,3696,0.024864962,0.079875865,0.011092612,0.341470538,0.118447516,1.7803619,2.4774275,7.9074545,2.887019,0.782455633,0.105269216,-1.170722842,0,8,2,8,0,0,0,0,0,0,0,0,0,3.876623377
"347",415,2080,0.361671835,0.037268885,0.190684672,0.230391935,0.103450039,2.5508385,4.7072544,12.13816,3.6959774,0.763435571,-0.493365645,-2.224732876,0,17,3,12,1,0,1,0,0,0,0,0,0,3.530288462
"348",69,6454,0,0.125766903,0,0,0.0396457,0.80112207,3.6337936,5.480031,0.93340504,0.758566744,0.741502941,-0.22091426,1,14,3,11,0,0,0,0,0,0,0,0,0,3.811744654
"349",187,224,0.047836757,0.002675911,0.120024041,0.087104411,0.145672361,2.454122,1.8121163,12.234542,5.1903934,0.773246528,-0.073958576,-0.226987764,0,15,5,9,0,0,1,0,0,0,0,0,0,8.388392857
"350",151,9624,0.188005669,0.075068371,0.201631777,0.163994522,0.043274773,1.1717659,4.7822113,10.660115,3.0973206,0.748506944,0.670558751,-0.729216933,0,10,0,11,0,0,0,0,0,0,0,0,0,3.929655029
"351",891,139040,0.075370924,0.032909972,0.007497185,0.218024994,0.278283941,2.433402,5.101482,7.62708,1.7792602,0.725441744,0.430076748,0.160222918,1,7,0,25,0,0,0,1,0,0,0,0,1,0.878495397
"352",968,24060,0.255288978,0.065320013,0.023410702,0.192142848,0.135387069,0.40744138,2.1408577,2.4636767,0.15308203,0.756448688,0.138186738,1.066218972,0,16,5,18,0,1,0,0,0,1,1,0,0,0.851828761
"353",779,25510,0.0294327,0.008042703,0.100445374,0.120994788,0,0,0.17732619,0.18407263,0.08275463,0.756141975,0.357241035,0.192708731,1,4,0,6,1,0,0,0,1,0,1,0,0,0.823598589
"354",118,245,0,0,0,0.299089175,0.234637394,3.4809518,1.770618,15.519376,7.1991854,0.765790895,0.215494007,-0.798349082,0,12,3,4,0,0,1,0,0,0,0,0,0,6.102040816
"355",439,280,0.065579644,0.037271399,0.163314196,0.148363487,0.149845049,2.6501582,0.66063833,9.411277,5.1401525,0.721140046,-0.417688131,-0.06750825,0,10,3,3,0,0,1,0,0,0,0,0,0,6.982142857
"356",625,6990,0.091378506,0.100277042,0.059214731,0.145564183,0,3.4049466,5.1629567,6.853796,1.9811263,0.757035108,-0.437568039,-0.281409591,0,11,4,10,1,0,1,0,1,0,0,0,0,0.745636624
"357",281,3888,0.278093155,0.029783409,0.147989531,0.099151389,0.24286149,3.1287777,1.4431001,5.4569635,3.023802,0.756134259,0.209977269,-0.197511241,0,7,2,17,0,1,1,0,0,0,0,0,0,6.780864198
"358",397,6048,0.040271979,0.10962664,0.130725152,0.195283965,0.054814054,2.9697347,5.2919383,10.165612,3.7087147,0.763097994,0.3344374,-0.602423131,0,21,6,12,1,0,1,0,0,0,0,0,0,5.235945767
"359",210,13311,0.010610804,0.282969228,0.045210293,0.282969228,0,3.0043695,2.9424648,6.4840975,2.5773787,0.768194444,-0.010245111,0.484641165,0,14,2,10,0,0,0,0,0,0,0,0,0,0.768161671
"360",474,3250,0.077358251,0.059939636,0.066778416,0.123402955,0,2.133147,3.9635706,9.3286295,2.686152,0.747320602,0.697724879,-0.422888339,0,6,3,13,0,0,0,0,1,0,0,0,1,0.710769231
"361",7541,450986,0.0366457,0.086484171,0.15666186,0.124864353,0.167446505,1.4632409,3.0567386,4.4309874,1.3078659,0.763049769,0.492638141,0.369337797,0,6,0,31,0,0,0,1,0,0,0,0,1,2.043544589
"362",432,4662,0.046795291,0.051609723,0.025457196,0.23287192,0.162583895,4.0930223,3.4817097,8.98421,4.327992,0.737951389,0.242666513,-0.975506902,0,19,7,9,1,0,1,0,0,0,0,0,0,9.129129129
"363",705,23610,0.133503281,0.091081128,0.043155402,0.108886256,0.017013585,2.0462034,3.607695,9.813181,3.2966108,0.758248457,-0.151998088,-0.883050084,0,9,0,14,0,0,0,0,0,0,0,0,0,1.376408302
"364",815,11340,0.11898413,0.237699664,0.234217812,0.139005534,0.058216164,2.631868,3.82486,9.124165,2.6081488,0.761645448,-0.805209279,-1.687540174,0,16,5,11,1,0,1,0,0,0,0,0,0,1.787301587
"365",191,1260,0.027022388,0,0.009366823,0.051943926,0.128456963,3.632734,3.8995957,8.718703,4.116851,0.765729167,-0.265396386,-0.698215842,0,11,2,7,1,0,1,0,0,0,0,0,0,5.957142857
"366",149,1880,0.198789252,0.002202782,0.038399082,0.098802547,0.001567683,1.7982918,2.1615944,7.5325675,2.3781443,0.762914738,1.073540926,-0.81453079,0,6,1,2,0,0,0,0,0,0,0,0,0,2.652659574
"367",356,1363,0.110280707,0.067776427,0.142497941,0.095697905,0.07650397,2.2259548,2.3837786,6.504366,3.250779,0.758078704,0.782238483,-1.621168733,0,19,6,8,1,0,1,0,0,0,0,0,0,5.573000734
"368",666,10910,0.073940361,0.075807249,0.09038497,0.326370777,0.004531308,0,0,15.129532,9.448184,0.657748843,1.555732131,-0.885208249,0,12,2,5,0,0,1,0,0,0,0,0,0,7.054170486
"369",135,9657,0.027555392,0.032505512,0.006184006,0.042614401,0.00468954,2.8042831,5.18906,5.753026,1.604357,0.76640625,-0.585673988,0.507599115,0,17,6,16,1,0,0,0,1,0,0,0,1,1.289013151
"370",414,3752,0.123849041,0.135472492,0.080195906,0.32360294,0.206604191,0.8400807,2.8778026,4.042406,0.8660785,0.748252315,1.11383462,0.047356687,0,15,5,10,0,1,1,0,0,1,0,0,0,1.60021322
"371",297,17496,0.145479626,0.057782627,0.012688716,0.175119213,0.015045389,3.529704,7.5702085,16.085382,4.1844974,0.729249614,0.157751158,-0.36218369,0,9,5,7,1,0,0,0,1,0,0,0,1,1.094364426
"372",438,8190,0.307663717,0.307663717,0.075016317,0.270301828,0.022380055,2.1258724,1.0281085,4.8684072,2.182503,0.76820216,0.590266883,-0.623022377,0,14,3,9,1,0,1,0,0,0,0,0,0,9.111721612
"373",1001,2408,0.0106582,0.001182443,0,0.099495194,0.053751788,0.9475199,3.803815,3.3595912,0.5001959,0.75642554,-0.356012881,0.692596674,1,10,2,17,0,0,0,0,1,0,0,0,1,1.319352159
"374",71,185,0,0.000678435,0,0,0.261527108,0,0,12.808539,4.6853776,0.183057485,-0.793577492,-0.175580129,0,13,3,1,0,0,1,0,0,0,0,0,0,3.864864865
"375",246,2950,0.152124239,0.019344097,0.04491597,0.119076001,0.044973719,1.3210539,0,9.54942,2.8630574,0.710528549,-0.237312645,0.065566003,0,13,4,6,0,0,1,0,0,0,0,0,0,1.295932203
"376",422,669,0.152063833,0.034188996,0.105393648,0.091422001,0.04097882,1.8663201,3.1277642,5.355991,1.958961,0.76630787,0.751056135,-1.956417918,0,16,5,11,1,0,1,0,0,0,0,0,0,6.028400598
"377",7011,80798,0.06862127,0.017709167,0.059365619,0.144246633,0.052509042,4.2039795,6.3197546,12.830599,4.484185,0.722976466,0.287919819,-0.266162366,0,7,1,10,0,1,1,0,0,0,0,0,0,0.73338449
"378",29,2716,0.048324024,0.045143443,0.048019315,0.185241057,0.004193048,1.7061578,1.8412687,4.813825,1.5309587,0.695113812,0.276301652,0.789151609,0,11,4,14,0,0,0,0,0,0,0,0,0,3.119661267
"379",190,10656,0.117069021,0.064236737,0.178912782,0.141253884,0.068039442,0.794182,2.8879833,4.7659683,0.47076753,0.580943287,0.438441306,-1.079791307,0,10,0,11,0,0,0,0,0,0,0,0,0,2.928397147
"380",7162,8616,0.059528394,0.015137195,0,0.181386793,0.082152993,1.614384,2.72696,4.642915,1.9147723,0.725125386,0.929472208,-0.194029674,0,11,1,10,0,1,1,0,1,0,0,0,0,1.037952646
"381",271,12222,0.059512906,0.14283531,0.039757092,0.025791237,0.072113543,1.3649668,0.8358947,6.0058064,2.7957175,0.706915509,0.468789846,0.011333261,0,10,6,8,1,0,0,0,1,0,0,0,1,2.173048601
"382",1449,57379,0,0.019152089,0.191961771,0.023217852,0.019427984,2.925913,3.7883523,6.7461586,2.4979796,0.777202932,0.699307024,-0.462791383,0,7,0,24,0,1,1,1,0,0,0,0,0,0.84349675
"383",1196,118440,0.042904556,0.044275406,0.045834011,0.038641898,0.03869772,2.4966464,3.3014588,5.0219383,2.340626,0.753680556,1.760722637,1.52462399,1,9,3,7,0,1,0,0,1,0,0,1,0,1.771268153
"384",118,300,0.097293215,0.07789357,0.301769742,0.079098284,0.108631491,1.9550654,0,9.316323,3.529951,0.771240355,1.455631375,-0.443175644,0,15,4,7,0,0,1,0,0,0,0,0,0,8.31
"385",342,1850,0.03688277,0.139790337,0.078257668,0.247679631,0.200434681,2.121737,5.80406,11.698016,3.817293,0.765422454,0.35412091,-0.789090753,0,8,0,6,1,0,1,0,0,0,0,0,0,4.665405405
"386",93,532,0.105100393,0.087664518,0.291710562,0.291710562,0.118447809,2.389689,3.4715889,6.6719446,1.9795055,0.765900849,0.937203944,-0.66013515,0,10,0,36,0,0,0,0,0,0,0,0,0,1.296992481
"387",465,26082,0.026542196,0.057870454,0.249389416,0.217963917,0.211557946,1.7206502,6.2154703,9.235635,1.3163347,0.763414352,0.166632876,-0.050031614,0,12,4,26,1,0,0,1,0,0,0,0,1,0.899930987
"388",191,10379,0.004738401,0.004940153,0.017679499,0.067360926,0.037704442,1.9659303,4.525914,5.944541,1.9864097,0.773518519,0.797217727,1.37696147,0,10,1,9,0,0,0,1,0,0,0,0,0,0.662587918
"389",75,210,0.281144754,0.09076212,0.040254392,0.116303058,0.020243479,2.1397398,0,8.859308,3.449871,0.757527006,0.52332139,-0.123154238,0,11,3,3,0,0,1,0,0,0,0,0,0,3.571428571
"390",45,132,0.03329198,0.014040565,0.139240538,0.198301126,0.024795481,3.5647357,1.4648254,11.8004675,5.8539286,0.762789352,0.967454195,-0.235456482,0,10,3,4,0,0,1,0,0,0,0,0,0,8.053030303
"391",1273,69069,0.009646875,0,0.028598075,0.107224677,0.035096675,2.0943947,3.0993752,8.637589,2.8099782,0.768663194,0.50377202,-0.243341222,0,9,1,18,0,1,1,1,0,0,0,0,0,1.146520147
"392",250,45510,0.014408157,0.100879753,0.118576586,0.080785222,0.283202857,2.4579043,4.9741344,7.264389,1.897026,0.671956019,-0.377667636,-0.926794946,0,8,2,6,0,0,0,0,0,0,0,0,0,1.701208526
"393",140,255,0.097753414,0.055719856,0.07015419,0.093148146,0.022629145,2.2530112,2.023053,12.733181,5.15013,0.771442901,0.040562082,-0.077713653,0,15,2,7,0,0,1,0,0,0,0,0,0,2.62745098
"394",239,20910,0.059889553,0.23058792,0,0.152295557,0.282135752,3.9392598,5.599078,11.73315,4.036848,0.771433256,0.369927168,0.183680668,0,9,5,5,0,0,0,1,0,0,0,1,0,0.932568149
"395",39,34920,0.055921293,0,0.072430878,0.156001947,0.058923622,4.081404,5.947016,9.442008,3.440791,0.765358796,1.026155353,1.32725811,0,11,3,9,0,0,0,0,0,0,0,0,0,1.207846506
"396",78,1540,0.133801675,0.057376585,0.23921151,0.105710664,0.103907581,0.6967427,0.13524912,9.346839,4.1398315,0.762309028,-0.373520255,0.524269938,0,12,3,8,0,0,1,0,0,0,0,0,0,2.650649351
"397",686,1390,0.065495218,0.061920648,0.043385258,0.144812114,0.079484181,3.2467742,5.014426,9.118077,3.2711298,0.76576196,-0.455009252,0.32495749,0,7,2,7,0,0,0,0,0,1,1,0,0,1.956115108
"398",1455,73791,0.011150254,0.058413836,0.018567409,0.160628238,0.057329477,1.0157984,3.6966767,6.0134797,1.2090908,0.764066358,-0.431686074,-0.242042437,0,9,0,39,0,1,1,1,0,0,0,0,0,0.863154043
"399",94,1197,0.092359817,0.071046905,0.285461611,0.131316373,0.165709636,2.133923,4.6679487,12.512518,3.812297,0.750619213,-0.334592611,-0.166656911,0,8,2,2,0,0,0,0,0,0,0,0,0,4.819548872
"400",1509,5257,0.213739897,0.239298512,0.053617155,0.238838448,0.200609597,2.1319742,4.215012,7.2027807,2.0088847,0.767428627,-0.203615755,-1.007507801,0,14,5,9,0,0,0,1,0,0,0,0,0,1.547080084
"401",154,301,0,0.003222436,0.016481719,0.014205671,0.133565121,1.9677906,2.2951508,12.007051,3.885268,0.773854167,0.345449388,-0.862643242,0,11,5,5,0,0,1,0,0,0,0,0,0,4.056478405
"402",14,484666,0.06922951,0.174563725,0.04032989,0.130368875,0,2.0322986,2.0887213,9.838664,3.6152284,0.390713735,0.616741717,-0.139851272,0,10,1,20,0,0,0,0,0,0,1,0,0,4.084645921
"403",630,10423,0.016531181,0.090690288,0.013933373,0.139784652,0.02358119,1.5027663,3.0671334,5.326956,1.4742609,0.707395833,0.538316667,-0.397360414,0,6,1,7,0,1,1,0,0,0,0,0,0,3.661325914
"404",381,616,0,0,0,0,0,2.1539836,5.19683,7.939945,3.0237603,0.087758488,0.500559449,-0.324148029,0,9,1,4,1,0,0,0,0,1,0,0,0,0.301948052
"405",426,15680,0.202912158,0.174807971,0.072175097,0.234273353,0.245993986,3.0950794,3.1391163,8.425892,3.6750445,0.764197531,0.149462119,-0.746271253,0,11,3,6,1,0,1,0,0,0,0,0,0,7.532780612
"406",52,1440,0.131486939,0.051332917,0.062446706,0.089096351,0.053235597,3.7656324,1.6691486,12.238827,5.4977593,0.728175154,0.999047101,-1.427744269,0,12,5,3,0,0,1,0,0,0,0,0,0,5.580555556
"407",431,1232,0.162588843,0.087950916,0.113739504,0.264037144,0.257980864,6.264905,0.18524699,12.690112,8.1508665,0.756190201,0.947548568,-0.270183682,0,13,5,6,1,0,1,0,0,0,0,0,0,6.017045455
"408",435,5586,0.074114119,0.076688407,0.004872533,0.266134952,0.072809074,3.3910437,4.7954817,12.283593,4.766629,0.768074846,0.394492805,-0.237421378,0,15,5,9,1,0,1,0,0,0,0,0,0,7.812388113
"409",241,25200,0.020110626,0.029698757,0.29333412,0.040239852,0.267991609,2.9230766,3.7751598,3.9756966,1.7619423,0.76398534,0.156454086,1.370223403,0,4,2,0,0,0,0,1,0,0,0,1,0,0.895
"410",1362,2178,0.135757415,0.206822912,0.186003768,0.177936222,0.013416982,1.8577027,3.6089163,8.071456,2.2043579,0.720794753,0.422593743,0.010585764,0,13,2,12,1,0,1,0,0,0,0,0,0,5.275022957
"411",1191,104024,0.044120555,0.023965929,0.045000939,0.15975176,0.05818445,2.707885,6.306268,8.295573,2.1066394,0.754226466,0.320759773,-0.181882486,1,7,1,28,0,1,1,1,0,0,0,0,0,0.638621856
"412",105,324,0.006727144,0.0862484,0.033069412,0.106943924,0.187952463,2.1843925,2.469556,9.617185,3.7070477,0.773302469,0.530221164,-0.556316793,0,5,1,5,0,0,1,0,0,0,0,0,0,5.891975309
"413",77,3560,0,0,0.131785843,0.22771636,0.275648655,3.2717228,3.430385,12.43126,4.932335,0.759799383,1.012434363,-0.057732224,0,6,1,1,0,0,0,0,0,0,0,0,0,4.136516854
"414",298,15543,0.028296022,0.064034955,0.123636371,0.177926597,0.000720871,2.4683914,4.0642004,6.0984163,1.3946376,0.71726659,-0.426536709,0.262396067,0,5,2,5,1,0,0,0,1,0,0,0,1,0.535031847
"415",693,68670,0.01290205,0.028540084,0.07142351,0.059345816,0.129305778,2.1329408,4.035789,4.9348598,1.2235856,0.76337963,-0.003446773,-0.032770112,0,5,0,21,0,1,0,1,0,0,0,0,1,0.758817533
"416",1254,5166,0.235097068,0.075831959,0.04873605,0.140188894,0.093903339,1.9730223,4.191454,4.6952505,1.4721441,0.765623071,0.522819698,-0.614186227,0,7,0,9,0,1,1,0,0,0,0,0,0,1.287069299
"417",190,25984,0.04873421,0.093954084,0.052694732,0.267010777,0.181021677,0,3.2853055,11.825561,3.0590503,0.722814429,0.797336102,-0.85436821,0,16,1,11,0,0,0,0,0,0,0,0,0,3.733258929
"418",143,8010,0,0,0.305101183,0.270519481,0.034793314,4.0081673,6.1492057,10.188825,3.8585649,0.721547068,0.152049795,0.061738849,0,6,2,11,0,1,1,0,1,0,0,0,0,0.756054931
"419",1013,240,0.123299386,0.035664675,0.132946613,0.14982394,0.053704109,1.5188028,1.1503224,8.551479,3.583895,0.745055941,-0.196872562,-1.178084731,0,11,3,3,0,0,1,0,0,0,0,0,0,2.5875
"420",35,816,0.300102024,0.271570383,0.103280349,0.062523573,0,3.3768654,3.478686,14.967496,6.012627,0.751626157,0.423812598,-1.758841753,0,12,3,5,0,0,1,0,0,0,0,0,0,4.878676471
"421",1096,95112,0.012174084,0.127771299,0,0.076671504,0.049143547,3.0542455,3.5596924,9.072095,3.639715,0.761331019,0.077673286,-0.665572703,1,8,3,9,0,1,0,0,1,0,0,1,0,1.470865926
"422",79,137,0,0.139767752,0.098263386,0.145818751,0.119013299,1.7275578,0,8.929803,3.135581,0.767459491,1.947924376,-0.227783456,0,11,2,3,0,0,1,0,0,0,0,0,0,6.671532847
"423",240,3249,0.124719324,0.046958148,0.084317314,0.133493381,0.107089767,2.963805,3.3473625,7.7515655,2.8136556,0.769986497,0.143957615,-0.884927034,0,16,6,11,1,0,1,0,0,0,0,0,0,6.257925516
"424",1800,340,0.097845906,0.13343094,0.245361521,0.200979278,0.0709555,3.1066623,4.6869164,13.049455,4.528391,0.682588735,-0.356974065,0.236939266,0,12,2,7,0,0,0,0,0,0,0,0,0,3.811764706
"425",705,4689,0.129970305,0.170626036,0.106383327,0.102526618,0.284732881,1.4878268,2.4319236,2.8192234,1.052726,0.748823302,-0.535373092,-1.633355618,0,8,1,7,1,0,1,0,1,0,0,0,0,1.218170186
"426",969,43477,0.009396322,0.029651406,0.190222194,0.314159028,0.219504342,1.47094,5.001093,4.705187,1.3616298,0.751637731,0.432076722,0.376191646,1,7,0,26,0,1,1,1,0,0,0,0,0,0.664696276
"427",1094,285950,0.063227256,0.037265229,0.303702572,0.218599816,0.14156805,3.294221,4.9151115,5.696313,1.9978513,0.760962577,1.335389376,-0.270837814,0,7,2,6,0,0,0,1,0,0,0,0,1,0.743444658
"428",469,14085,0,0.003059083,0.010565757,0.00294127,0.059056324,2.8200529,5.1005077,9.697531,3.027225,0.743028549,-1.387109518,0.279667497,0,12,2,17,1,0,0,1,0,0,0,0,1,0.946751864
"429",403,1730,0.078568801,0.140592123,0.306589713,0.306589713,0.024406048,2.7309344,1.7864852,6.4949026,3.5845666,0.767336034,0.064989902,-0.307721615,0,17,5,11,1,0,1,0,0,0,0,0,0,6.007514451
"430",120,321,0.045656509,0.015462589,0.025302993,0.285070348,0.191754886,1.8359109,0.50564814,8.057787,4.0495524,0.769753086,1.036565185,0.383211523,0,12,3,8,0,0,1,0,0,0,0,0,0,5.37694704
"431",190,174370,0.035862593,0,0.081394298,0.011199368,0.142371398,2.3897722,4.4765224,6.0100393,1.7014098,0.756489198,0.364605725,-0.958986104,0,18,1,15,0,0,0,0,0,1,0,0,0,0.721259391
"432",313,290,0.07703636,0,0.032523724,0.0437361,0.023634014,1.1393045,3.047122,6.6724424,1.7383015,0.755314429,0.936308324,0.726257086,0,13,1,7,1,0,0,0,0,1,0,0,0,2.786206897
"433",321,1558,0.16553596,0.102299528,0.067724467,0.326610595,0.044011872,0.20855772,2.5232358,5.0667915,1.1452609,0.766685957,1.210945606,-0.444616914,0,17,5,11,1,0,1,0,0,0,0,0,0,2.432605905
"434",414,280,0.064694817,0.03638158,0.161774265,0.146512316,0.143215535,2.5090423,1.7763221,10.520455,5.927552,0.718942901,-0.399902999,-0.358169079,0,10,2,4,0,0,1,0,0,0,0,0,0,6.232142857
"435",394,1710,0.26069691,0.26069691,0.26069691,0.127194564,0.011533744,2.919385,2.242948,7.4007225,3.347347,0.751521991,2.041734457,0.447473139,0,19,8,5,1,0,1,0,0,0,0,0,0,7.905263158
"436",506,5445,0.166486349,0.050549469,0.002754358,0.009678869,0,1.9550654,0,9.316323,3.529951,0.760316358,0.470078915,-0.544270933,0,7,0,3,0,0,1,0,0,0,0,0,0,5.592286501
"437",1646,266,0.047315619,0.033662078,0.142288563,0.058407393,0.040696575,1.3035002,3.0541425,5.5053906,1.3662584,0.545198688,0.534026086,0.122504905,0,10,2,8,0,0,0,0,0,0,0,0,1,0.778195489
"438",55,9208,0.077355929,0.055210908,0.016044115,0.132701348,0.002359364,1.4411651,2.122311,12.334529,4.6049705,0.735599923,1.325738311,0.518414438,0,15,3,12,0,0,1,0,0,0,0,0,0,3.414856646
"439",133,371,0.080825153,0.257822301,0.055798947,0.209224509,0.124259189,0,0,18.345152,8.637542,0.767247299,0.942534208,0.509869933,0,14,5,2,0,0,1,0,0,0,0,0,0,7.466307278
"440",788,48512,0,0.22757078,0.249985711,0.149437277,0.074495136,1.3000132,3.5600016,4.0388017,0.9819404,0.771155478,0.370846987,-0.322500437,0,8,0,23,0,1,1,1,0,0,0,0,0,1.511522922
"441",141,37044,0.108162773,0.025653472,0,0.065732576,0.030369164,2.1309202,5.1988907,6.74259,3.1098886,0.763506944,0.017386401,-0.555033743,0,13,4,6,0,0,0,0,0,0,0,0,0,1.295135515
"442",426,9134,0.122187159,0.10207004,0.047406436,0.134153437,0.221830139,1.992308,0,1.694177,2.7802637,0.76226659,-0.224994898,-0.538717568,0,16,5,9,1,0,1,0,0,0,0,0,0,6.987409678
"443",171,8106,0.06228195,0.093029367,0.108036621,0.273843981,0.027741162,1.692671,2.4291115,9.322789,3.0938501,0.732916667,-0.37115705,-1.777456284,0,16,5,12,0,0,0,0,0,0,0,0,0,4.325067851
